ID,FundID,FundItemID,Status,StatusDate,DateModified,DateCreated,DateApproved,PublishDate,SchemaVersion,SchemaLocation,FundCode,FundName,FundDescription,BrandPhone,BrandEmail,BrandWebsite,FundType,Fund RestrictionHint,Fund RestrictionParagraph,Fund RestrictionDetails,CorporateStructure,Child Min Age,Conditional NonStudent Min Age,Disability Min Age,NonClassified Min Age,NonStudent Min Age,Student Min Age,Child Max Age,Conditional NonStudent Max Age,Disability Max Age,NonClassified Max Age,NonStudent Max Age,Student Max Age
102,9B417DE6-2A48-4FD8-85BF-29AE629B115D,953efbad-45f8-4050-a1e1-03220f743cac,Published,2026-02-02T09:20:12.257,2026-02-02T09:19:17.49,2026-02-02T09:18:53.1151353,2026-02-02T09:19:34.193,02-Feb-26 09:20,3.1,PHOLSchema-V3.1.xsd,QTU,"TUH, part of the Teachers Health Group","TUH is proudly part of the not-for-profit fund Teachers Health. Our profits go back to members in benefits and services, not to shareholders. We care about our members and work to improve the quality of their lives.",,,,Restricted,current or former union members and their families.,"TUH, part of the not-for-profit fund Teachers Health. TUH provides health insurance for past and present union members and their families","Membership is open to past and present members of any union and family members of eligible people, whether the eligible person is a TUH member or not. Please contact us if you are in any doubt as to your eligibility.",This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,31,31
103,F9E6AFEC-D5A0-4F8E-A69A-A7CCE3E1FD8D,b7d5ecf0-c19c-498a-bd25-18749c768954,Published,2026-02-06T10:15:04.407,2026-02-06T10:11:00.47,2026-02-06T10:09:31.4456965,2026-02-06T10:11:59.453,06-Feb-26 10:15,3.1,PHOLSchema-V3.1.xsd,WFD,Westfund Limited,"Westfund Health Insurance has been built on solid community values and a foundation of trust, located in the heart of regional Australia. We are proudly not-for-profit and are honoured to be trusted with looking after our members’ health.  
Our history can be traced back more than six decades to the official registration of the Western District Mine Workers Medical Benefits Fund in Lithgow in 1953. The seeds of today’s Westfund were, however, sown long before this date and illustrate a potent connection to mutualism and of a community drawing strength by uniting together for collective purpose and benefit.
Today at Westfund, we still believe the member is the priority. We treat our members as people, not numbers.
While our care centres are located throughout regional communities, we have health providers located across Australia, providing support to our members nation-wide.
We empower our members to select the cover that best suits their needs with our Your Cover, Your Choice suite of products – linking individual Hospital and Extras covers together to provide greater flexibility.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,31,18,25,25,17,0,130,24,30,30
104,1050CD35-077A-4BE1-A339-51DE396173FD,c6941059-f0c7-4d92-b432-1b4b3b23170c,Published,2026-02-19T10:40:05.387,2026-02-09T13:43:00.74,2026-02-09T13:41:40.9286951,2026-02-19T10:39:58.45,19-Feb-26 10:40,3.1,PHOLSchema-V3.1.xsd,QCH,Queensland Country Health Fund,"Queensland Country Health Fund is part of HBF one of Australia’s largest not-for-profit health insurers. It's our goal to provide our Members with exceptional health insurance that's simple to understand and very affordable. Our focus is on providing excellent service and genuine value to our Members. We do not have external shareholders and profits are retained within the group to provide better benefits and services to our Members.

Queensland Country is the only regionally based health fund in Queensland and has six Retail Centres in Townsville, Ayr, Mackay, Rockhampton, Cairns and Mount Isa and has its head office based in Townsville.

We're more than just a health insurance provider. We genuinely care about our Members and their health and wellbeing, and we demonstrate this by providing exceptional health insurance products that are simple to understand, and best of all, are affordable for you and your family.",,,,Open,,,,This insurer operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,31,31
105,5CB2E1F7-1BB5-4605-B33D-79F27E7B6902,5ab5dbb2-21fe-4c57-8506-23adcdf7aff5,Published,2025-11-10T15:05:04.443,2025-11-10T15:04:10.16,2025-11-10T15:02:24.6376563,2025-11-10T15:04:52.473,10-Nov-25 15:05,3.1,PHOLSchema-V3.1.xsd,AMA,Doctors' Health Fund,Doctors' Health Fund is a private health insurer serving the medical community. The Fund offers a service that protects members from the impact of health care incidents in their lives. We offer convenience and flexibility with a choice of hospital and extras cover. Our top hospital cover offers the best gap cover in Australia. It delivers unrestricted choice of doctor and greater benefits which are based on the AMA List of Services and Fees.,,,,Restricted,"Medical and allied health professionals, their families, medical students and AMA employees.","Membership is open to registered medical practitioners and a limited list of registered health practitioner and associations, including their family and employees.","To be eligible to be a member of Doctors' Health Fund you must be: 
o A registered medical practitioner.  
o A registered health practitioner from the following list: medical, medical radiation, optometry, dental, occupational therapy, physiotherapy or psychology.  
o A person studying to become a medical practitioner or listed registered health practitioner, at an Australian educational institution.  
o An overseas qualified doctor who is registered for the AMC exams.  
o The spouse, child or grandchild of a medical practitioner or a listed registered health practitioner.
o An employee of a medical practitioner or a listed registered health practitioner or an officer or employee of an incorporated practice of a medical practitioner or a listed registered health practitioner.  
o Employed in any role by an association, college or organisation whose members are medical practitioners or listed registered health practitioners.  
o The spouse or child of a member of the Fund or former member of the Doctors' Health Fund or the AMA Health Fund, or  
o Have been covered by Doctors' Health Fund or AMA Health Fund in the past either as a member or as the dependent of a member. 

Please contact us on 1800 226 126 if you would like help in determining your eligibility.","This insurer operates on a for-profit basis and is owned by the Avant Mutual Group, a group that operates on a not-for-profit basis.",0,0,32,18,21,21,17,0,130,20,31,31
106,E5FAAC34-1CF3-4356-AB1C-E38AB34AC082,f1e7a11c-df43-4c82-b7ee-25ca47b9ed3a,Published,2026-02-10T10:20:23.19,2026-02-06T16:50:00.24,2026-02-06T16:17:39.2506331,2026-02-10T10:19:00.64,10-Feb-26 10:20,3.1,PHOLSchema-V3.1.xsd,LHM,Peoplecare Health Insurance,"At Peoplecare, we love people. And that means giving you more of the things you love and less of the things you don’t. So if you need a hand with your health cover, just give us a call on 1800 808 700. 

Peoplecare is a national, not for profit health fund that has been caring for members since 1953. We’re a high performing, multi-award winning company with a range of health cover options that have been independently rated amongst the best value in Australia. We’ve also developed a reputation for the highest levels of personal service and customer satisfaction. 

For more info, give us a buzz on 1800 808 700, visit our website at www.peoplecare.com.au 
or email info@peoplecare.com.au",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,31,18,21,21,17,0,130,20,30,30
107,5CDF1C32-4586-4921-9121-54FE37B0749D,91c3d4b6-c0f0-4685-8e53-2c9045c6f782,Published,2025-04-04T09:15:04.693,2025-04-03T09:58:42.787,2025-04-03T09:55:58.7166584,2025-04-04T09:10:13.66,04-Apr-25 09:15,3.1,PHOLSchema-V3.1.xsd,LHS,Latrobe Health Services,"Latrobe Health Services is an Australian-owned not-for-profit registered private health insurer established in 1951 known for its commitment to members and being a health fund that gives back to its community. 

Today, Latrobe Health Services is one of Australia’s largest not-for-profit private health insurers who provides cover to more than 81,000 Australians. 

Latrobe Health exists solely for the benefit of our members, providing choice for those needing to 
access health care. 

Latrobe Health’s annual premium rate increase has been lower than the industry average for 14 of the past 20 years.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,31,31
108,F382874D-ECC1-40A5-B02A-1742703B7335,5c952267-bd74-479f-967e-3408a8e34d8c,Published,2026-01-01T00:45:04.603,2025-12-31T17:30:43.55,2025-12-31T17:29:36.0981074,2026-01-01T00:44:04.89,01-Jan-26 00:45,3.1,PHOLSchema-V3.1.xsd,HIF,Health Insurance Fund of Australia Limited,"HIF is the Health Insurance Fund of Australia, and we’ve been providing great value health cover since 1954. As a not-for profit, here-for-you health fund, our priority is to help our Members and their dependents lead healthy and happy lives. Simple as that. We do this by providing a choice of insurance covers for hospital, medical and extras services as well as great value travel options.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,0,21,17,0,130,20,0,30
109,8A0149A8-CC81-4076-8BF2-2785F4B1C549,3aa8b3eb-1b7b-4efe-a944-37d7d13f0846,Published,2025-04-08T14:45:06.457,2025-04-08T14:43:36.487,2025-04-08T14:42:52.1927365,2025-04-08T14:44:12.127,08-Apr-25 14:45,3.1,PHOLSchema-V3.1.xsd,HCI,HCi,"HCi has been providing great value for money health cover to our community since 1938. As a not-for-profit private health insurer, we are proud of the high level of personal service provided to members and the comprehensive range of health insurance options offered at very competitive rates.  HCi is a company limited by guarantee and is governed by a board of directors elected by the members. The fund is entirely owned by the members, and exists solely for the benefit of members.

HCi cover provides access to the very best in hospital care and other health care services including dental, optical, physiotherapy, chiropractic and many more.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,32,18,23,23,17,0,130,22,31,31
110,3428C8B0-6C1E-407F-B46B-E11AC9EEFE7E,08367fd7-fc9e-42ff-8b97-3ced03718863,Published,2025-10-27T11:40:05.107,2025-10-24T16:22:45.013,2025-10-24T16:19:08.850443,2025-10-27T11:38:38.65,27-Oct-25 11:40,3.1,PHOLSchema-V3.1.xsd,NIB,nib Health Funds Ltd.,"As one of Australia's fastest growing health funds, nib provides affordable health cover to more than 1,000,000 people nationwide. Established over 60 years ago, nib provides a range of health covers that allow customers to tailor their cover to suit their needs.",,,,Open,,,,This insurer is a shareholder owned company that operates on a for-profit basis.,0,0,0,18,21,21,17,0,130,20,30,30
111,D28C53B4-966D-4264-9895-73B5DABC0C9A,58e2537e-a937-4294-9540-4072165618e1,Published,2025-06-18T12:15:03.79,2025-06-18T12:12:53.103,2025-06-18T12:11:53.4303206,2025-06-18T12:13:16.82,18-Jun-25 12:15,3.1,PHOLSchema-V3.1.xsd,ACA,ACA Health Benefits Fund,"ACA Health is a restricted member Health Fund with the sole purpose of caring for the past and present Seventh-day Adventist Church employees, Local Church Officers and their families, with a range of health insurance products second-to-none.",,,,Restricted,"Seventh-day Adventist Church employees, Local Church Officers and their families.","ACA Health Benefits Fund solely exists to benefit the health and well-being of its members.  
Founded in 1934, we work hard to continually provide our members with value health cover at a great price.  We are available to employees of the Adventist Church, Local Church Officers and their families.","Membership with ACA Health is open to current and past employees of the Seventh-day Adventist Church and its associated companies in Australia – including Sanitarium Health Food Co, Sydney Adventist Hospital, Adventist Retirement Villages and Adventist Schools.  Appointed Local Church Officers.  Spouses or partners, children, siblings, parents and grandchildren of employees and past employees are also entitled to join.  We consider children dependent until the age of 21 or if they are under 25 and unmarried full-time students earning less than $20,000pa.  Once you’ve been employed by an Adventist Church company in Australia you, and your family members, are eligible to join for life.  This means that you can still join ACA Health or stay with us after leaving Adventist Church employment.  You are also always eligible to re-join if you ever choose to leave the Fund.  If you are unsure of your eligibility to join ACA Health, please contact us for further information.",This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,30,24
112,AF6C49A5-7608-4B0C-88CC-19CFAA327B72,d873d98c-70b9-4a3f-9a2c-433927ae4b79,Published,2025-12-19T16:30:04.793,2025-12-19T15:34:23.81,2025-12-19T15:16:13.0945703,2025-12-19T16:29:31.45,19-Dec-25 16:30,3.1,PHOLSchema-V3.1.xsd,RTE,RT Health - a division of The Hospitals Contribution Fund,Health insurance for hardworking Aussies. RT Health is here for hard workers and everyday Aussies who want more from their health cover. We've got your back with award-winning service and more than 135 years’ experience.,,,,Open,Transport and energy employees and relatives,"Government and privately owned land, sea and air transport companies. Government and privately operated electricity generation and delivery entities. Employees and former employees of above companies and their relatives.","A) Government or privately operated land, sea or air transport companies and associated government entities charged with administering the land, sea or air transport industries. B) Government or privately operated energy generation and delivery entities. C) A contract company where those employees or former employees were employed by the contract company to provide services to the above organisations. D) The dependents and all relatives of any eligible persons as set out above. E) if you are current or former member of MOVE.",This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,22,22,17,0,130,21,30,30
113,7E533BC3-43D0-4F14-9E9D-91F3B56E7269,965f8868-2836-4ff3-8f34-48a66e99f2a4,Published,2026-01-15T17:10:04.56,2026-01-15T17:04:06.747,2026-01-05T16:18:00.1258968,2026-01-15T17:06:16.433,15-Jan-26 17:10,3.1,PHOLSchema-V3.1.xsd,SPS,Health Partners,"Health Partners has been looking after the health and wellbeing of South Aussies for over 85 years.

While a lot has changed in this time, our values have remained the same. We’re proudly not-for-profit, we put our members first and are dedicated to providing quality, value-for-money private health cover. 

We support the health journeys of over 95,000 individuals, not just with Private Health Insurance, but with our versatile network of participating providers who offer our members generous benefits on a range of services including physiotherapy, podiatry and even pharmacy. We also own and operate Health Partners dental practices and optical stores across South Australia – giving our members the choice to be looked after by our team of clinical experts or pick their own provider.

While we offer cover Australia-wide, our heart is in South Australia where we’re creating a better state of health for our members and the local community. To be a Health Partners member is to know you’ve got someone on your side – no matter what your health and wellbeing journey looks like.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,31,31
114,297E37FB-D477-41F5-A40D-DD2F29B2ADD3,cd3f06f7-fc5c-49c8-a330-4b1d39f4b5b4,Published,2025-10-29T14:45:04.303,2025-10-24T16:33:15.2,2025-10-24T16:23:17.1043283,2025-10-29T14:44:36.897,29-Oct-25 14:45,3.1,PHOLSchema-V3.1.xsd,FAI,GU Health,"GU Health specialises in corporate health insurance. We're focused on providing innovative health insurance products to corporates, identifying your company’s unique needs to deliver a tailored experience and provide expert service you can depend on.
 
With GU Health you have access to a specialist corporate health team, superior benefits and exceptional service. Servicing over 300 companies including a range of Fortune 500 clients, we apply our expert private health insurance knowledge to ensure your company’s health plan suits your needs. 
 
GU Health is part of the nib Group.",,,,Open,,,,This insurer operates on a for-profit basis and is owned by NIB.,0,0,0,18,0,21,17,0,130,20,0,24
115,EFA17CAA-F4FC-406B-BFDB-6684B1B34BA5,a4157f77-f03d-40a7-b437-4f7ba3a9c992,Published,2026-02-24T14:50:38.34,2026-02-24T14:47:44.56,2026-02-24T14:46:55.9192575,2026-02-24T14:48:26.027,24-Feb-26 14:50,3.1,PHOLSchema-V3.1.xsd,MDH,Mildura Health Fund,"Operating since 1929 Mildura Health Fund is a regional health insurance fund existing purely to serve it's more than 40,000 members nationwide. We are a not-for-profit member owned fund, which means that our members receive more in benefits and competitive premiums.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,21,21,17,0,130,20,30,24
116,56C13470-25DD-4687-8843-B3AD4CBA8331,e1c750bf-4a3f-4088-bc4e-651ccd3c0377,Published,2026-01-20T09:45:04.35,2026-01-20T09:42:02.833,2026-01-20T09:32:28.3302309,2026-01-20T09:44:51.147,20-Jan-26 09:45,3.1,PHOLSchema-V3.1.xsd,HCF,HCF,"As Australia’s largest not-for-profit health fund, HCF is uniquely positioned to offer great value health cover. Unlike some other funds, we give our members more, not shareholders. More benefits, more cover and more savings. 

HCF was established in 1932 to provide the community with the means of insuring against the cost of hospital care. Since then, it has grown to become one of the country’s largest combined private health insurance and life insurance organisation.

HCF’s mission is to satisfy the needs of Australians for access to affordable, high quality health care when and where they need it, personal protection, and peace of mind.",,,,Open,,,,This insurer is a mutual organisation that operates on a not-for-profit basis.,0,0,0,18,22,22,17,0,130,21,30,30
117,9E987843-AADE-49A0-834C-ECEB34EC67F1,83b8ab2b-cbf0-4e2a-8e3d-756ed61541ea,Published,2026-02-16T10:30:07.27,2026-02-16T10:27:08.113,2026-02-16T10:24:28.5839917,2026-02-16T10:28:37.927,16-Feb-26 10:30,3.1,PHOLSchema-V3.1.xsd,AUF,Australian Unity Health Limited,"As a mutual company with over a 180 year history, Australian Unity has always had a strong focus on members. Because we know you only like to pay for health insurance you’ll actually use, we’ve made it easy by designing a range of hospital covers and extras options, to help you build your own cover. With Australian Unity, you can choose your preferred doctor for elective surgery by accessing one of over 500 agreement private hospitals nationwide. On some of our hospital covers, you also won’t need to pay an excess if your kids visit a hospital. Plus your kids can stay covered up until they turn 23 years old, at no extra cost.",,,,Open,,,,This insurer operates on a for-profit basis,0,0,0,18,23,23,17,0,130,22,30,30
